name,lat,lng,full_address,block,street,postal_code,lic_no
LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,1.402303006,103.9012624,"273C PUNGGOL PLACE, Singapore 823273",273C,PUNGGOL PLACE,823273,NE12I65N000
SHENG SIONG SUPERMARKET PTE LTD,1.314239371,103.870914,"11 UPPER BOON KENG ROAD, Singapore 380011",11,UPPER BOON KENG ROAD,380011,E73010V000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.373321217,103.8863655,"683 HOUGANG AVENUE 8, Singapore 530683",683,HOUGANG AVENUE 8,530683,NE11909C000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.332958727,103.9149418,"631 BEDOK RESERVOIR ROAD, Singapore 470631",631,BEDOK RESERVOIR ROAD,470631,S02210X000
YES SUPERMARKET PTE LTD,1.353453156,103.9530099,"201B TAMPINES STREET 21, Singapore 522201",201B,TAMPINES STREET 21,522201,S02037J000
G8 MART PTE. LTD.,1.365384216,103.852967,"421 ANG MO KIO AVENUE 10, Singapore 560421",421,ANG MO KIO AVENUE 10,560421,CE13401C000
SHENG SIONG SUPERMARKET PTE LTD,1.367549248,103.8367406,"233 ANG MO KIO AVENUE 3, Singapore 560233",233,ANG MO KIO AVENUE 3,560233,CE04334P000
PRIME SUPERMARKET (1996) PTE LTD,1.353702969,103.8906808,"106 HOUGANG AVENUE 1, Singapore 530106",106,HOUGANG AVENUE 1,530106,S02059X000
TAN KWEE ENG,1.430071097,103.8423964,"327 YISHUN RING ROAD, Singapore 760327",327,YISHUN RING ROAD,760327,B02041C000
SHENG SIONG SUPERMARKET PTE LTD,1.370188604,103.8434132,"122 ANG MO KIO AVENUE 3, Singapore 560122",122,ANG MO KIO AVENUE 3,560122,B02015J000
KAI SOON SUPERMARKET PTE. LTD.,1.42213865,103.8328827,"780 YISHUN RING ROAD, Singapore 760780",780,YISHUN RING ROAD,760780,W03223N000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.323250401,103.7672601,"41 SUNSET WAY, Singapore 597071",41,SUNSET WAY,597071,NW08141P000
PRIME SUPERMARKET LIMITED,1.334292414,103.8787462,"1 UPPER ALJUNIED LANE, Singapore 360001",1,UPPER ALJUNIED LANE,360001,SE04040C000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.302221781,103.8761527,"5 STADIUM WALK, Singapore 397693",5,STADIUM WALK,397693,SE07216L000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.320211016,103.8436568,"238 THOMSON ROAD, Singapore 307683",238,THOMSON ROAD,307683,W02074L000
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.439916079,103.8007012,"676 WOODLANDS DRIVE 71, Singapore 730676",676,WOODLANDS DRIVE 71,730676,NW18310J000
SHENG SIONG SUPERMARKET PTE LTD,1.307785101,103.857011,"1 JALAN BERSEH, Singapore 209037",1,JALAN BERSEH,209037,CE12096L000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.304843445,103.8238528,"163 TANGLIN ROAD, Singapore 247933",163,TANGLIN ROAD,247933,W02073N000
BLUEWATER SEAFOOD PTE. LTD.,1.303445974,103.8093817,"8D DEMPSEY ROAD, Singapore 249672",8D,DEMPSEY ROAD,249672,CE18D64L000
LITTLE FARMS PTE. LTD.,1.310643503,103.7952462,"3 LORONG LIPUT, Singapore 277725",3,LORONG LIPUT,277725,CE18I13C000
"CHEE MIN KUAN, SIMON",1.303733734,103.8964982,"342 TANJONG KATONG ROAD, Singapore 437112",342,TANJONG KATONG ROAD,437112,SE14965K000
JSJ CORPORATION PTE. LTD.,1.318452011,103.9858694,"31A TANAH MERAH COAST ROAD, Singapore 498720",31A,TANAH MERAH COAST ROAD,498720,SE17345J000
U STARS PTE. LTD.,1.37860238,103.9419782,"625 ELIAS ROAD, Singapore 510625",625,ELIAS ROAD,510625,NE04092A000
LOTTE MART PTE. LTD.,1.340826615,103.7742133,"17 LORONG KILAT, Singapore 598139",17,LORONG KILAT,598139,SW06806E000
MURUGAN TRADERS PTE LTD,1.324919804,103.7050997,"9 TRACTOR ROAD, Singapore 627970",9,TRACTOR ROAD,627970,SW18B79P000
SHENG SIONG SUPERMARKET PTE LTD,1.355723076,103.7393031,"440 BUKIT BATOK WEST AVENUE 8, Singapore 650440",440,BUKIT BATOK WEST AVENUE 8,650440,SW18A30L000
SHENG SIONG SUPERMARKET PTE LTD,1.446804132,103.8054876,"785E WOODLANDS RISE, Singapore 735785",785E,WOODLANDS RISE,735785,NW18649C000
SHENG SIONG SUPERMARKET PTE LTD,1.420155503,103.8435589,"675 YISHUN AVENUE 4, Singapore 760675",675,YISHUN AVENUE 4,760675,NW18478E000
HAO MART PTE. LTD.,1.399904204,103.9193528,"658 PUNGGOL EAST, Singapore 820658",658,PUNGGOL EAST,820658,NE18667L000
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.402878451,103.9131957,"681 PUNGGOL DRIVE, Singapore 820681",681,PUNGGOL DRIVE,820681,NE18529J000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.372645695,103.8538907,"525 ANG MO KIO AVENUE 10, Singapore 560525",525,ANG MO KIO AVENUE 10,560525,S02169J000
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,1.274588224,103.8434707,"100 TRAS STREET, Singapore 79027",100,TRAS STREET,79027,CE18A78X000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.309822274,103.9022325,"291 JOO CHIAT ROAD, Singapore 427543",291,JOO CHIAT ROAD,427543,SE11505P000
SHENG SIONG SUPERMARKET PTE LTD,1.402621965,103.9165196,"660A EDGEDALE PLAINS, Singapore 821660",660A,EDGEDALE PLAINS,821660,NE17700J000
VIVA CORP SERVICES PTE. LTD.,1.337338624,103.9037351,"23 KAKI BUKIT ROAD 3, Singapore 415812",23,KAKI BUKIT ROAD 3,415812,NE14190K000
ROSWELL ENTERPRISE PTE LTD,1.331832408,103.8064924,"34 GREENWOOD AVENUE, Singapore 289236",34,GREENWOOD AVENUE,289236,B03078N000
T S J INDUSTRIAL (S) PTE. LTD.,1.336830974,103.7543414,"48 TOH GUAN ROAD EAST, Singapore 608586",48,TOH GUAN ROAD EAST,608586,SW14484J000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.301191315,103.9051136,"80 MARINE PARADE ROAD, Singapore 449269",80,MARINE PARADE ROAD,449269,E02196C000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30974242,103.8641017,"12 KALLANG AVENUE, Singapore 339511",12,KALLANG AVENUE,339511,CE14G73B000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.314692141,103.8944805,"11 TANJONG KATONG ROAD, Singapore 437157",11,TANJONG KATONG ROAD,437157,SE14875L000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.303582691,103.7652845,"154 WEST COAST ROAD, Singapore 127371",154,WEST COAST ROAD,127371,SW08807K000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.306848827,103.7882145,"1 VISTA EXCHANGE GREEN, Singapore 138617",1,VISTA EXCHANGE GREEN,138617,SW12J97L000
FOODIE MARKET PLACE PTE. LTD.,1.283450773,103.8353713,"225 OUTRAM ROAD, Singapore 169038",225,OUTRAM ROAD,169038,CE10I13B000
MUSTAFA HOLDINGS PTE LTD,1.309752747,103.8557016,"147 SYED ALWI ROAD, Singapore 207706",147,SYED ALWI ROAD,207706,W03142N000
SUPERNATURE PTE LTD,1.306195799,103.828509,"583 ORCHARD ROAD, Singapore 238884",583,ORCHARD ROAD,238884,CE13539N000
HUBER'S PTE. LTD.,1.306792407,103.8101858,"22 DEMPSEY ROAD, Singapore 249679",22,DEMPSEY ROAD,249679,CE15F60K000
YEO KENG GUAN,1.316618983,103.7789473,"5 RIDGEWOOD CLOSE, Singapore 276696",5,RIDGEWOOD CLOSE,276696,C02052N000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.317561968,103.7858406,"293 HOLLAND ROAD, Singapore 278628",293,HOLLAND ROAD,278628,C02025V000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.331491472,103.8068093,"20 GREENWOOD AVENUE, Singapore 289215",20,GREENWOOD AVENUE,289215,CE09685B000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.435760801,103.8367239,"291 YISHUN STREET 22, Singapore 760291",291,YISHUN STREET 22,760291,NW04015N000
CHD @ SOON LEE PTE. LTD.,1.332122901,103.6990703,"51 SOON LEE ROAD, Singapore 628088",51,SOON LEE ROAD,628088,SW08A55C000
SHENG SIONG SUPERMARKET PTE LTD,1.325468084,103.7252215,"3 YUAN CHING ROAD, Singapore 618642",3,YUAN CHING ROAD,618642,C02050X000
MD SYDUR RAHMAN,1.295013686,103.6267293,"13 TUAS SOUTH STREET 5, Singapore 637555",13,TUAS SOUTH STREET 5,637555,SW08047V000
7SEVEN PTE. LTD.,1.456059726,103.7864369,"51 NORTH COAST AVENUE, Singapore 756992",51,NORTH COAST AVENUE,756992,NW14561E000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.299294067,103.7874041,"1 FUSIONOPOLIS WAY, Singapore 138632",1,FUSIONOPOLIS WAY,138632,SW17E56V000
SHENG SIONG SUPERMARKET PTE LTD,1.448864021,103.8323929,"105 CANBERRA STREET, Singapore 750105",105,CANBERRA STREET,750105,NW18021V000
U STARS PTE. LTD.,1.440629922,103.8061981,"691 WOODLANDS DRIVE 73, Singapore 730691",691,WOODLANDS DRIVE 73,730691,NW17990N000
SHENG SIONG SUPERMARKET PTE LTD,1.399228566,103.8896539,"338 ANCHORVALE CRESCENT, Singapore 540338",338,ANCHORVALE CRESCENT,540338,CE17Q33A000
SHENG SIONG SUPERMARKET PTE LTD,1.391587041,103.8798725,"417 FERNVALE LINK, Singapore 790417",417,FERNVALE LINK,790417,CE17Q32B000
BHANDARI INTERNATIONAL PTE. LTD.,1.451325053,103.7910952,"280 WOODLANDS INDUSTRIAL PARK E5 (PART OF), Singapore 757322",280,WOODLANDS INDUSTRIAL PARK E5 (PART OF),757322,NW17277E000
SHENG SIONG SUPERMARKET PTE LTD,1.433512534,103.7797469,"4 WOODLANDS STREET 12, Singapore 738623",4,WOODLANDS STREET 12,738623,NW17734V000
WAN SIEW YOONG,1.281800625,103.8429082,"4 SAGO LANE, Singapore 50004",4,SAGO LANE,50004,W02099P000
HAO MART PTE. LTD.,1.328211695,103.8598126,"17 JALAN TENTERAM, Singapore 321017",17,JALAN TENTERAM,321017,CE17M26A000
MCP FAIRMART PTE LTD,1.359259407,103.7506946,"BLK 371 BUKIT BATOK STREET 31, Singapore 650371",BLK 371,BUKIT BATOK STREET 31,650371,J92067N000
HAO MART PTE. LTD.,1.277848769,103.8308115,"146 JALAN BUKIT MERAH, Singapore 160146",146,JALAN BUKIT MERAH,160146,CE17M36X000
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,1.300838916,103.8394347,"181 ORCHARD ROAD, Singapore 238896",181,ORCHARD ROAD,238896,CE17L45A000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.318675759,103.8925506,"60 PAYA LEBAR ROAD, Singapore 409051",60,PAYA LEBAR ROAD,409051,SE14A83A000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.288614691,103.80501,"370 ALEXANDRA ROAD, Singapore 159953",370,ALEXANDRA ROAD,159953,CE07569B000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.429698482,103.8357765,"930 YISHUN AVENUE 2, Singapore 769098",930,YISHUN AVENUE 2,769098,NW08314K000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.359496638,103.8850799,"205 HOUGANG STREET 21, Singapore 530205",205,HOUGANG STREET 21,530205,S02024X000
SHENG SIONG SUPERMARKET PTE LTD,1.302464092,103.763751,"720 CLEMENTI WEST STREET 2, Singapore 120720",720,CLEMENTI WEST STREET 2,120720,SW05051J000
PRIME SUPERMARKET LIMITED,1.308365268,103.8609128,"803 KING GEORGE'S AVENUE, Singapore 200803",803,KING GEORGE'S AVENUE,200803,E02042P000
PRIME SUPERMARKET LIMITED,1.348732841,103.9340102,"823 TAMPINES STREET 81, Singapore 520823",823,TAMPINES STREET 81,520823,S02040X000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.349224188,103.9349125,"829 TAMPINES STREET 81, Singapore 520829",829,TAMPINES STREET 81,520829,S02038E000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.436007838,103.7856887,"1 WOODLANDS SQUARE, Singapore 738099",1,WOODLANDS SQUARE,738099,NW11384E000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.430840066,103.7934163,"548 WOODLANDS DRIVE 44, Singapore 730548",548,WOODLANDS DRIVE 44,730548,B02035A000
LIN POH LING,1.340642933,103.8543345,"212 LORONG 8 TOA PAYOH, Singapore 310212",212,LORONG 8 TOA PAYOH,310212,SE06616X000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.350675514,103.8718616,"23 SERANGOON CENTRAL, Singapore 556083",23,SERANGOON CENTRAL,556083,SE10579K000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.300142483,103.855787,"230 VICTORIA STREET, Singapore 188024",230,VICTORIA STREET,188024,W02075K000
NAWAS GLOBAL PTE. LTD.,1.271642263,103.6335123,"3 TUAS SOUTH STREET 12, Singapore 636947",3,TUAS SOUTH STREET 12,636947,SW16224E000
MEIDI-YA SINGAPORE CO (PTE) LTD,1.291514786,103.8445863,"177 RIVER VALLEY ROAD, Singapore 179030",177,RIVER VALLEY ROAD,179030,W02094C000
IROHA INTERNATIONAL PTE. LTD.,1.300747562,103.8450476,"68 ORCHARD ROAD, Singapore 238839",68,ORCHARD ROAD,238839,CE16I13V000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.292259589,103.842561,"81 CLEMENCEAU AVENUE, Singapore 239917",81,CLEMENCEAU AVENUE,239917,W02096A000
LITTLE FARMS PTE. LTD.,1.293017861,103.8269408,"491 RIVER VALLEY ROAD, Singapore 248371",491,RIVER VALLEY ROAD,248371,CE05380X000
SHENG SIONG SUPERMARKET PTE LTD,1.322136363,103.7382928,"61 TEBAN GARDENS ROAD, Singapore 600061",61,TEBAN GARDENS ROAD,600061,C02080E000
PHAN NEE INVESTMENTS (S) PTE LTD,1.377610839,103.7184038,"500 OLD CHOA CHU KANG ROAD, Singapore 698924",500,OLD CHOA CHU KANG ROAD,698924,SW16E98J000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.331775817,103.9462012,"430 UPPER CHANGI ROAD, Singapore 487048",430,UPPER CHANGI ROAD,487048,SE14377P000
RAW MARKET PTE. LTD.,1.375588308,103.9608397,"11 PASIR RIS LINK, Singapore 518180",11,PASIR RIS LINK,518180,NE15760A000
HAO MART PTE. LTD.,1.433595142,103.8396854,"239 YISHUN RING ROAD, Singapore 760239",239,YISHUN RING ROAD,760239,B85098V000
V SURESH KUMAR,1.459828174,103.8200734,"51 ADMIRALTY ROAD WEST - LODGE 1, Singapore 757443",51,ADMIRALTY ROAD WEST - LODGE 1,757443,NW12H40C000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.338994622,103.7931338,"200 TURF CLUB ROAD, Singapore 287994",200,TURF CLUB ROAD,287994,W02140C000
HAO MART PTE. LTD.,1.313175097,103.8836467,"448/450 GEYLANG ROAD, Singapore 389407",448/450,GEYLANG ROAD,389407,SE18184V000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.303723224,103.8352403,"290 ORCHARD ROAD, Singapore 238859",290,ORCHARD ROAD,238859,W02070V000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.27737236,103.8528448,"5 STRAITS VIEW, Singapore 18935",5,STRAITS VIEW,18935,CE17J36N000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.300747562,103.8450476,"68 ORCHARD ROAD, Singapore 238839",68,ORCHARD ROAD,238839,W02088A000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.293802361,103.8317579,"1 KIM SENG PROMENADE, Singapore 237994",1,KIM SENG PROMENADE,237994,W02068J000
POPULAR SUPERMARKET PTE LTD,1.270309784,103.6341639,"12 TUAS SOUTH STREET 13, Singapore 636937",12,TUAS SOUTH STREET 13,636937,SW16942C000
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,1.270309784,103.6341639,"12 TUAS SOUTH STREET 13, Singapore 636937",12,TUAS SOUTH STREET 13,636937,SW16901A000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.247758619,103.8419211,"31 OCEAN WAY, Singapore 98375",31,OCEAN WAY,98375,SW12N25V000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.319436175,103.8273459,"383 BUKIT TIMAH ROAD, Singapore 259727",383,BUKIT TIMAH ROAD,259727,CE10B87J000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.385295562,103.7661705,"524A JELAPANG ROAD, Singapore 671524",524A,JELAPANG ROAD,671524,B02011P000
COLD STORAGE SINGAPORE (1983) PTE LTD,1.349622344,103.8498817,"512 BISHAN STREET 13, Singapore 570512",512,BISHAN STREET 13,570512,CE09512V000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.331661834,103.850483,"192 LORONG 4 TOA PAYOH, Singapore 310192",192,LORONG 4 TOA PAYOH,310192,S02051L000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.360323317,103.953126,"475 TAMPINES STREET 44, Singapore 520475",475,TAMPINES STREET 44,520475,S02052K000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.348371048,103.9481289,"107 TAMPINES STREET 11, Singapore 521107",107,TAMPINES STREET 11,521107,S02053J000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.392197774,103.9044716,"11 RIVERVALE CRESCENT, Singapore 545082",11,RIVERVALE CRESCENT,545082,S02054E000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.384932017,103.901558,"118 RIVERVALE DRIVE, Singapore 540118",118,RIVERVALE DRIVE,540118,S02055C000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.354669019,103.8309198,"301 UPPER THOMSON ROAD, Singapore 574408",301,UPPER THOMSON ROAD,574408,S02056B000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.332965494,103.8470504,"500 LORONG 6 TOA PAYOH, Singapore 310500",500,LORONG 6 TOA PAYOH,310500,S02103A000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.323976884,103.9106897,"110 LENGKONG TIGA, Singapore 410110",110,LENGKONG TIGA,410110,S91085V000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.357222824,103.8437853,"279 BISHAN STREET 24, Singapore 570279",279,BISHAN STREET 24,570279,S94081C000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.379767536,103.9362076,"734 PASIR RIS STREET 72, Singapore 510734",734,PASIR RIS STREET 72,510734,S98084K000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.315539647,103.8987649,"2 JOO CHIAT ROAD, Singapore 420002",2,JOO CHIAT ROAD,420002,SE04012L000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.307827372,103.8847639,"41 JALAN TIGA, Singapore 390041",41,JALAN TIGA,390041,SE04130B000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.354370738,103.9851696,"65 AIRPORT BOULEVARD, Singapore 819663",65,AIRPORT BOULEVARD,819663,SE07559P000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.321189796,103.9032663,"5 EUNOS CRESCENT, Singapore 400005",5,EUNOS CRESCENT,400005,SE09706N000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.350675514,103.8718616,"23 SERANGOON CENTRAL, Singapore 556083",23,SERANGOON CENTRAL,556083,SE10564B000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.33233468,103.9380513,"89 BEDOK NORTH STREET 4, Singapore 460089",89,BEDOK NORTH STREET 4,460089,SE11071C000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.314149968,103.8885449,"612-620 GEYLANG ROAD, Singapore 389551",612-620,GEYLANG ROAD,389551,SE11577E000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.334325154,103.9623893,"5 CHANGI BUSINESS PARK CENTRAL 1, Singapore 486038",5,CHANGI BUSINESS PARK CENTRAL 1,486038,SE11947P000
NTUC FAIRPRICE CO-OPERATIVE LTD,1.334919774,103.9636539,"8 CHANGI BUSINESS PARK AVENUE 1, Singapore 486018",8,CHANGI BUSINESS PARK AVENUE 1,486018,SE12G19X000
